id	DBpedia_URI	album	artist	date
867	http://dbpedia.org/resource/Come_Through_for_You	Come Through for You	Javier Colon	15-Nov-11
208	http://dbpedia.org/resource/Rebelution_(Pitbull_album)	Rebelution	Pitbull	1-Sep-09
827	http://dbpedia.org/resource/Bicycles_&_Tricycles	Bicycles & Tricycles	The Orb	13-Jul-04
854	http://dbpedia.org/resource/In_Between_Dreams	In Between Dreams	Jack Johnson	1-Mar-05
452	http://dbpedia.org/resource/You_Could_Have_It_So_Much_Better	You Could Have It So Much Better	Franz Ferdinand	4-Oct-05
72	http://dbpedia.org/resource/Sometimes_I_Wish_We_Were_an_Eagle	Sometimes I Wish We Were An Eagle	Bill Callahan	14-Apr-09
1169	http://dbpedia.org/resource/God_Hates_Us_All	God Hates Us All	Slayer	11-Sep-01
415	http://dbpedia.org/resource/I'll_Sleep_When_You're_Dead	I'll Sleep When You're Dead	El-P	20-Mar-07
1137	http://dbpedia.org/resource/Gettin'_In_Over_My_Head	Gettin' In Over My Head	Brian Wilson	22-Jun-04
1424	http://dbpedia.org/resource/Artwork_(album)	Artwork	The Used	1-Sep-09
254	http://dbpedia.org/resource/American_Slang	American Slang	The Gaslight Anthem	15-Jun-10
125	http://dbpedia.org/resource/Out_of_Ashes	Out Of Ashes	Dead By Sunrise	13-Oct-09
792	http://dbpedia.org/resource/Shock_Value_II	Shock Value II	Timbaland	8-Dec-09
353	http://dbpedia.org/resource/Old_Ideas	Old Ideas	Leonard Cohen	31-Jan-12
757	http://dbpedia.org/resource/Sky_at_Night_(album)	Sky at Night	I Am Kloot	13-Jul-10
50	http://dbpedia.org/resource/Studio_150	Studio 150	Paul Weller	14-Sep-04
457	http://dbpedia.org/resource/Let's_Bottle_Bohemia	Let's Bottle Bohemia	The Thrills	14-Sep-04
1179	http://dbpedia.org/resource/My_Father_Will_Guide_Me_up_a_Rope_to_the_Sky	My Father Will Guide Me Up a Rope to the Sky	Swans	21-Sep-10
1297	http://dbpedia.org/resource/Free_Somehow	Free Somehow	Widespread Panic	12-Feb-08
535	http://dbpedia.org/resource/Blood_Like_Lemonade	Blood Like Lemonade	Morcheeba	7-Jun-10
73	http://dbpedia.org/resource/The_Spine	The Spine	They Might Be Giants	13-Jul-04
1052	http://dbpedia.org/resource/Fear_of_a_Blank_Planet	Fear of a Blank Planet	Porcupine Tree	24-Apr-07
734	http://dbpedia.org/resource/Haunted_Cities	Haunted Cities	Transplants	21-Jun-05
1232	http://dbpedia.org/resource/Night_Train_(EP)	Night Train [EP]	Keane	11-May-10
653	http://dbpedia.org/resource/Extraordinary_Machine	Extraordinary Machine	Fiona Apple	4-Oct-05
1214	http://dbpedia.org/resource/Smother_(album)	Smother	Wild Beasts	10-May-11
1100	http://dbpedia.org/resource/Streets_of_Gold	Streets Of Gold	3OH!3	29-Jun-10
267	http://dbpedia.org/resource/Chocolate_Starfish_and_the_Hot_Dog_Flavored_Water	Chocolate Starfish and the Hot Dog Flavored Water	Limp Bizkit	17-Oct-00
189	http://dbpedia.org/resource/Jj_n%C2%B0_2	jj n 2	jj	1-Jul-09
1124	http://dbpedia.org/resource/The_Powerless_Rise	The Powerless Rise	As I Lay Dying	11-May-10
119	http://dbpedia.org/resource/Battle_for_the_Sun	Battle For The Sun	Placebo	9-Jun-09
1446	http://dbpedia.org/resource/The_Guitar_Song	The Guitar Song	Jamey Johnson	14-Sep-10
771	http://dbpedia.org/resource/Skying	Skying	The Horrors	9-Aug-11
336	http://dbpedia.org/resource/Ariels	Ariels	Bent	16-Aug-04
1563	http://dbpedia.org/resource/Love_Songs_for_Patriots	Love Songs For Patriots	American Music Club	12-Oct-04
1456	http://dbpedia.org/resource/Slipway_Fires	Slipway Fires	Razorlight	10-Mar-09
1517	http://dbpedia.org/resource/Option_Paralysis	Option Paralysis	The Dillinger Escape Plan	23-Mar-10
430	http://dbpedia.org/resource/Electronic_Dream	Electronic Dream	AraabMuzik	14-Jun-11
1080	http://dbpedia.org/resource/The_Rose_Has_Teeth_in_the_Mouth_of_a_Beast	The Rose Has Teeth In The Mouth Of A Beast	Matmos	9-May-06
1471	http://dbpedia.org/resource/Sweet_Heart_Sweet_Light	Sweet Heart Sweet Light	Spiritualized	17-Apr-12
405	http://dbpedia.org/resource/The_Golden_D	The Golden D	Graham Coxon	15-Aug-00
1499	http://dbpedia.org/resource/Crack_the_Skye	Crack The Skye	Mastodon	24-Mar-09
1545	http://dbpedia.org/resource/To_Lose_My_Life...	To Lose My Life	White Lies	17-Mar-09
802	http://dbpedia.org/resource/Treats_(album)	Treats	Sleigh Bells	1-Jun-10
1274	http://dbpedia.org/resource/Post-Nothing	Post-Nothing	Japandroids	4-Aug-09
681	http://dbpedia.org/resource/Goodbye_Bread	Goodbye Bread	Ty Segall	21-Jun-11
1230	http://dbpedia.org/resource/God's_Son	God's Son	Nas	17-Dec-02
1089	http://dbpedia.org/resource/D-D-Don't_Don't_Stop_the_Beat	D-D-Don't Don't Stop the Beat	Junior Senior	5-Aug-03
150	http://dbpedia.org/resource/The_Moon_&_Antarctica	The Moon & Antarctica	Modest Mouse	13-Jun-00
