id	DBpedia_URI	album	artist	date	rating	label
690	http://dbpedia.org/resource/Spot_the_Difference	Spot the Difference	Squeeze	3-Aug-10	57	bad
1208	http://dbpedia.org/resource/All_Hands_on_the_Bad_One	All Hands On The Bad One	Sleater-Kinney	2-May-00	86	good
318	http://dbpedia.org/resource/Cold_House	Cold House	Hood	13-Nov-01	87	good
241	http://dbpedia.org/resource/Grown_&_Sexy	Grown & Sexy	Babyface	26-Jul-05	51	bad
1410	http://dbpedia.org/resource/Party_Rock	Party Rock	LMFAO	7-Jul-09	63	bad
343	http://dbpedia.org/resource/Old_Ramon	Old Ramon	Red House Painters	10-Apr-01	84	good
12	http://dbpedia.org/resource/Half_the_Perfect_World	Half The Perfect World	Madeleine Peyroux	12-Sep-06	80	good
649	http://dbpedia.org/resource/Someone_to_Drive_You_Home	Someone To Drive You Home	The Long Blondes	5-Jun-07	81	good
1318	http://dbpedia.org/resource/In_and_Out_of_Youth_and_Lightness	In and Out of Youth and Lightness	Young Widows	12-Apr-11	80	good
437	http://dbpedia.org/resource/Robyn_(album)	Robyn	Robyn	29-Apr-08	86	good
700	"http://dbpedia.org/resource/My_World,_My_Way_(album)"	"My World, My Way"	Silkk The Shocker	27-Feb-01	63	bad
931	http://dbpedia.org/resource/Winner_Stays_On	Winner Stays On	Roll Deep	8-Nov-10	58	bad
1542	http://dbpedia.org/resource/Blacklisted_(album)	Blacklisted	Neko Case	20-Aug-02	82	good
976	http://dbpedia.org/resource/Ill_Manors_(album)	Ill Manors	Plan B	21-Aug-12	83	good
824	http://dbpedia.org/resource/Invaders_Must_Die	Invaders Must Die	The Prodigy	3-Mar-09	60	bad
724	http://dbpedia.org/resource/Supermodified_(album)	Supermodified	Amon Tobin	16-May-00	85	good
286	http://dbpedia.org/resource/It's_Alive!_(album)	It's Alive!	The New Cars	6-Jun-06	54	bad
1466	http://dbpedia.org/resource/Real_Animal	Real Animal	Alejandro Escovedo	24-Jun-08	83	good
195	http://dbpedia.org/resource/Live_from_Rome	Live From Rome	Sole	1-Mar-05	62	bad
279	http://dbpedia.org/resource/Because_of_the_Times	Because Of The Times	Kings of Leon	3-Apr-07	79	good
205	http://dbpedia.org/resource/Weird_Revolution	Weird Revolution	Butthole Surfers	28-Aug-01	46	bad
740	http://dbpedia.org/resource/Love_Is_the_Answer_(album)	Love Is The Answer	Barbra Streisand	29-Sep-09	83	good
1506	http://dbpedia.org/resource/Her_Majesty_the_Decemberists	Her Majesty The Decemberists	The Decemberists	9-Sep-03	83	good
83	http://dbpedia.org/resource/Pieces_in_a_Modern_Style	Pieces In A Modern Style	William Orbit	22-Feb-00	62	bad
45	http://dbpedia.org/resource/Person_Pitch	Person Pitch	Panda Bear	20-Mar-07	87	good
1447	http://dbpedia.org/resource/New_Leaves	New Leaves	Owen	22-Sep-09	81	good
581	http://dbpedia.org/resource/That_Lonesome_Song	That Lonesome Song	Jamey Johnson	5-Aug-08	81	good
232	"http://dbpedia.org/resource/Autumn,_Again"	"Autumn, Again"	A Sunny Day in Glasgow	19-Oct-10	58	bad
727	http://dbpedia.org/resource/Calling_the_World	Calling the World	Rooney	17-Jul-07	60	bad
767	http://dbpedia.org/resource/Not_Without_a_Fight	Not Without A Fight	New Found Glory	10-Mar-09	61	bad
1355	http://dbpedia.org/resource/Fiction_Family_(album)	Fiction Family	Fiction Family	20-Jan-09	50	bad
1204	http://dbpedia.org/resource/Stumble_into_Grace	Stumble Into Grace	Emmylou Harris	23-Sep-03	87	good
123	http://dbpedia.org/resource/The_Besnard_Lakes_Are_the_Dark_Horse	The Besnard Lakes Are The Dark Horse	The Besnard Lakes	20-Feb-07	83	good
326	http://dbpedia.org/resource/Blackjazz	Blackjazz	Shining	2-Feb-10	83	good
1567	http://dbpedia.org/resource/Curtis_(50_Cent_album)	Curtis	50 Cent	11-Sep-07	58	bad
249	http://dbpedia.org/resource/I'm_with_You_(album)	I'm with You	Red Hot Chili Peppers	30-Aug-11	63	bad
490	http://dbpedia.org/resource/Slicker_Than_Your_Average	Slicker Than Your Average	Craig David	19-Nov-02	62	bad
1135	http://dbpedia.org/resource/Black_Dialogue	Black Dialogue	The Perceptionists	22-Mar-05	81	good
1134	http://dbpedia.org/resource/Prog_(album)	Prog	The Bad Plus	8-May-07	80	good
506	http://dbpedia.org/resource/Walking_on_a_Dream	Walking On A Dream	Empire of the Sun	21-Apr-09	61	bad
154	http://dbpedia.org/resource/It's_Me_Again	It's Me Again	Tweet	22-Mar-05	60	bad
483	http://dbpedia.org/resource/Ten$Ion	Ten$ion	Die Antwoord	7-Feb-12	57	bad
1063	http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me	Parting the Sea Between Brightness and Me	Touche Amore	7-Jun-11	81	good
884	http://dbpedia.org/resource/Doomsdayer's_Holiday	Doomsdayer's Holiday	Grails	7-Oct-08	82	good
1176	"http://dbpedia.org/resource/Darkly,_Darkly,_Venus_Aversa"	"Darkly, Darkly, Venus Aversa"	Cradle of Filth	9-Nov-10	60	bad
1081	http://dbpedia.org/resource/Madvillainy	Madvillainy	Madvillain	23-Mar-04	93	good
1110	http://dbpedia.org/resource/Chickenfoot_III	Chickenfoot	Chickenfoot	5-Jun-09	57	bad
1350	http://dbpedia.org/resource/Furr	Furr	Blitzen Trapper	23-Sep-08	80	good
493	http://dbpedia.org/resource/Impossible_Spaces	Impossible Spaces	Sandro Perri	18-Oct-11	82	good
255	http://dbpedia.org/resource/Build_a_Rocket_Boys!	Build a Rocket Boys!	Elbow	12-Apr-11	82	good
1464	http://dbpedia.org/resource/Lupe_Fiasco's_Food_&_Liquor	Food & Liquor	Lupe Fiasco	19-Sep-06	83	good
1008	http://dbpedia.org/resource/Kid_A	Kid A	Radiohead	3-Oct-00	80	good
207	http://dbpedia.org/resource/Gloriana_(album)	Gloriana	Gloriana	4-Aug-09	59	bad
1429	http://dbpedia.org/resource/Do_It_in_the_AM	Do It in the AM	Frankmusik	26-Sep-11	58	bad
245	http://dbpedia.org/resource/Gala_Mill	Gala Mill	The Drones	2-Sep-06	87	good
524	http://dbpedia.org/resource/Keep_Calm_and_Carry_On_(album)	Keep Calm And Carry On	Stereophonics	11-May-10	59	bad
1118	http://dbpedia.org/resource/Break_It_Yourself	Break It Yourself	Andrew Bird	6-Mar-12	80	good
663	http://dbpedia.org/resource/Forgiven_(album)	Forgiven	Los Lonely Boys	1-Jul-08	55	bad
1162	http://dbpedia.org/resource/You_Can_Feel_Me	You Can Feel Me	Har Mar Superstar	5-Nov-02	61	bad
908	http://dbpedia.org/resource/Antifogmatic	Antifogmatic	Punch Brothers	15-Jun-10	80	good
796	http://dbpedia.org/resource/Paper_Walls	Paper Walls	Yellowcard	17-Jul-07	62	bad
773	http://dbpedia.org/resource/Game_Theory_(album)	Game Theory	The Roots	29-Aug-06	83	good
1342	http://dbpedia.org/resource/Steingarten	Steingarten	Pole	3-Apr-07	82	good
82	http://dbpedia.org/resource/Like_Red_on_a_Rose	Like Red On A Rose	Alan Jackson	26-Sep-06	83	good
1558	http://dbpedia.org/resource/Girls_Can_Tell	Girls Can Tell	Spoon	20-Feb-01	85	good
615	http://dbpedia.org/resource/A_Boot_and_a_Shoe	A Boot And A Shoe	Sam Phillips	27-Apr-04	83	good
517	http://dbpedia.org/resource/Music_for_Cougars	Music For Cougars	Sugar Ray	21-Jul-09	54	bad
432	http://dbpedia.org/resource/The_Papercut_Chronicles_II	The Papercut Chronicles II	Gym Class Heroes	15-Nov-11	53	bad
1141	http://dbpedia.org/resource/The_High_End_of_Low	The High End Of Low	Marilyn Manson	26-May-09	58	bad
717	http://dbpedia.org/resource/Oohs_&_Aahs	Oohs & Aahs	Say Hi	3-Mar-09	62	bad
1266	http://dbpedia.org/resource/Love_Behind_the_Melody	Love Behind The Melody	Raheem DeVaughn	15-Jan-08	83	good
1438	http://dbpedia.org/resource/The_Dutchess	The Dutchess	Fergie	19-Sep-06	58	bad
118	http://dbpedia.org/resource/Wikked_Lil'_Grrrls	Wikked Lil' Grrrls	Esthero	28-Jun-05	57	bad
786	http://dbpedia.org/resource/Mirrored	Mirrored	Battles	22-May-07	86	good
722	http://dbpedia.org/resource/Journal_for_Plague_Lovers	Journal For Plague Lovers	Manic Street Preachers	15-Sep-09	85	good
199	"http://dbpedia.org/resource/Hissing_Fauna,_Are_You_the_Destroyer%3F"	"Hissing Fauna, Are You The Destroyer?"	Of Montreal	23-Jan-07	80	good
467	http://dbpedia.org/resource/Beaus$Eros	Beaus$eros	Busdriver	21-Feb-12	62	bad
1123	http://dbpedia.org/resource/Ten_Thousand_Fists	Ten Thousand Fists	Disturbed	20-Sep-05	59	bad
1328	http://dbpedia.org/resource/Chemical_Warfare_(album)	Chemical Warfare	The Alchemist	7-Jul-09	83	good
1148	http://dbpedia.org/resource/Motown:_A_Journey_Through_Hitsville_USA	Motown: A Journey Through Hitsville USA	Boyz II Men	13-Nov-07	59	bad
1564	http://dbpedia.org/resource/All_That_You_Can't_Leave_Behind	All That You Can't Leave Behind	U2	31-Oct-00	79	good
1164	http://dbpedia.org/resource/Moodring	Moodring	Mya	22-Jul-03	63	bad
616	"http://dbpedia.org/resource/Bon_Iver,_Bon_Iver"	Bon Iver	Bon Iver	21-Jun-11	86	good
1382	http://dbpedia.org/resource/Gold_Cobra	Gold Cobra	Limp Bizkit	28-Jun-11	53	bad
597	http://dbpedia.org/resource/Fear_Yourself	Fear Yourself	Daniel Johnston	25-Mar-03	62	bad
621	http://dbpedia.org/resource/55_Cadillac	55 Cadillac	Andrew W.K.	8-Sep-09	59	bad
140	http://dbpedia.org/resource/Drum's_Not_Dead	Drum's Not Dead	Liars	21-Mar-06	79	good
1313	http://dbpedia.org/resource/Burst_Apart	Burst Apart	The Antlers	10-May-11	81	good
470	http://dbpedia.org/resource/Life_in_Cartoon_Motion	Life In Cartoon Motion	Mika	27-Mar-07	55	bad
1379	http://dbpedia.org/resource/The_Best_in_Town	The Best In Town	The Blackout	9-Jun-09	54	bad
295	http://dbpedia.org/resource/Until_the_End_(album)	Until The End	Kittie	27-Jul-04	56	bad
251	http://dbpedia.org/resource/Big_Talk_(album)	Big Talk	Big Talk	19-Jul-11	58	bad
997	http://dbpedia.org/resource/Engineers_(Engineers_album)	Engineers	Engineers	21-Jun-05	81	good
1271	http://dbpedia.org/resource/Killer_Sounds	Killer Sounds	Hard-Fi	22-Aug-11	62	bad
1409	http://dbpedia.org/resource/Schizophrenic_(JC_Chasez_album)	Schizophrenic	JC Chasez	24-Feb-04	57	bad
783	http://dbpedia.org/resource/Fox_Confessor_Brings_the_Flood	Fox Confessor Brings The Flood	Neko Case	7-Mar-06	85	good
549	http://dbpedia.org/resource/It_Had_to_Be_You:_The_Great_American_Songbook	It Had to Be You... The Great American Songbook	Rod Stewart	22-Oct-02	42	bad
1441	http://dbpedia.org/resource/Ten_Stories	Ten Stories	mewithoutYou	15-May-12	84	good
641	http://dbpedia.org/resource/Midlife:_A_Beginner's_Guide_to_Blur	Midlife: A Beginner's Guide To Blur	Blur	28-Jul-09	86	good
424	http://dbpedia.org/resource/Looping_State_of_Mind	Looping State of Mind	The Field	11-Oct-11	83	good
764	http://dbpedia.org/resource/Gemstones_(album)	Gemstones	Adam Green	22-Feb-05	49	bad
513	http://dbpedia.org/resource/The_Whole_Love	The Whole Love	Wilco	27-Sep-11	83	good
1060	http://dbpedia.org/resource/How_to_Compose_Popular_Songs_That_Will_Sell	How to Compose Popular Songs That Will Sell	Bob Geldof	15-Mar-11	57	bad
1289	http://dbpedia.org/resource/Yellow_&_Green_(Baroness_album)	Yellow & Green	Baroness	17-Jul-12	82	good
611	http://dbpedia.org/resource/Hands_All_Over_(album)	Hands All Over	Maroon 5	21-Sep-10	63	bad
753	http://dbpedia.org/resource/Jim_Noir_(album)	Jim Noir	Jim Noir	8-Apr-08	80	good
498	http://dbpedia.org/resource/Welcome_to_the_North	Welcome To The North	The Music	19-Oct-04	57	bad
831	http://dbpedia.org/resource/The_Declaration	The Declaration	Ashanti	3-Jun-08	52	bad
634	http://dbpedia.org/resource/Twisted_Tenderness	Twisted Tenderness	Electronic	12-Sep-00	56	bad
1257	http://dbpedia.org/resource/Quicken_the_Heart	Quicken The Heart	MaxÃ¯mo Park	12-May-09	61	bad
519	http://dbpedia.org/resource/The_Soft_Bulletin	The Soft Bulletin	The Flaming Lips	22-Jun-99	85	good
1037	http://dbpedia.org/resource/At_Your_Inconvenience	At Your Inconvenience	Professor Green	8-Nov-11	54	bad
954	http://dbpedia.org/resource/The_Coral_(album)	The Coral	The Coral	4-Mar-03	81	good
102	http://dbpedia.org/resource/Manafon_(album)	Manafon	David Sylvian	15-Sep-09	80	good
1402	http://dbpedia.org/resource/The_Chronicles_of_Life_and_Death	The Chronicles Of Life And Death	Good Charlotte	5-Oct-04	53	bad
1497	http://dbpedia.org/resource/Slave_to_the_Game	Slave to the Game	Emmure	10-Apr-12	59	bad
729	http://dbpedia.org/resource/Ripe_(album)	Ripe	Ben Lee	18-Sep-07	62	bad
777	http://dbpedia.org/resource/Cinder_(album)	Cinder	Dirty Three	11-Oct-05	79	good
1387	http://dbpedia.org/resource/De-Loused_in_the_Comatorium	De-Loused In The Comatorium	The Mars Volta	24-Jun-03	82	good
114	http://dbpedia.org/resource/Double_Figure	Double Figure	Plaid	29-May-01	81	good
1486	http://dbpedia.org/resource/Emeritus_(album)	Emeritus	Scarface	2-Dec-08	85	good
1393	http://dbpedia.org/resource/Own_the_Night	Own the Night	Lady Antebellum	13-Sep-11	60	bad
347	http://dbpedia.org/resource/Electric_Dirt	Electric Dirt	Levon Helm	30-Jun-09	84	good
1112	http://dbpedia.org/resource/Funstyle	Funstyle	Liz Phair	19-Oct-10	51	bad
411	http://dbpedia.org/resource/Streetlights_(Kurupt_album)	Streetlights	Kurupt	20-Apr-10	57	bad
1205	http://dbpedia.org/resource/New_Amerykah_Part_One_(4th_World_War)	New Amerykah: Part One (4th World War)	Erykah Badu	26-Feb-08	83	good
81	http://dbpedia.org/resource/Georgia_Clay	Georgia Clay	Josh Kelley	22-Mar-11	63	bad
983	http://dbpedia.org/resource/In_Living_Cover	In Living Cover	Jay Brannan	23-Jun-09	48	bad
1256	http://dbpedia.org/resource/Complete_Me	Complete Me	Frankmusik	3-Aug-09	62	bad
820	http://dbpedia.org/resource/Out_of_Frequency	Out of Frequency	The Asteroids Galaxy Tour	31-Jan-12	60	bad
1145	http://dbpedia.org/resource/Pray_IV_Reign	Pray IV Reign	Jim Jones	24-Mar-09	62	bad
1510	http://dbpedia.org/resource/Slick_Dogs_and_Ponies	Slick Dogs And Ponies	Louis XIV	29-Jan-08	37	bad
451	http://dbpedia.org/resource/22-20s_(album)	22-20s	22-20s	19-Apr-05	61	bad
371	http://dbpedia.org/resource/Anna_Calvi_(album)	Anna Calvi	Anna Calvi	1-Mar-11	80	good
1304	http://dbpedia.org/resource/Other_People's_Songs	Other People's Songs	Erasure	28-Jan-03	47	bad
990	http://dbpedia.org/resource/The_Execution_of_All_Things	The Execution of All Things	Rilo Kiley	1-Oct-02	80	good
671	http://dbpedia.org/resource/My_Private_Nation	My Private Nation	Train	3-Jun-03	61	bad
1144	http://dbpedia.org/resource/Never_Gone	Never Gone	Backstreet Boys	14-Jun-05	40	bad
779	http://dbpedia.org/resource/The_Wonder_Years_(9th_Wonder_album)	The Wonder Years	9th Wonder	27-Sep-11	87	good
605	http://dbpedia.org/resource/Let_England_Shake	Let England Shake	PJ Harvey	15-Feb-11	86	good
1353	http://dbpedia.org/resource/Bright_Black_Heaven	Bright Black Heaven	Blaqk Audio	18-Sep-12	59	bad
861	http://dbpedia.org/resource/Winter_Hymn_Country_Hymn_Secret_Hymn	Winter Hymn Country Hymn Secret Hymn	Do Make Say Think	7-Oct-03	84	good
21	http://dbpedia.org/resource/Judgement_Days	Judgement Days	Ms. Dynamite	3-Oct-05	59	bad
1398	http://dbpedia.org/resource/We_Are_Monster	Wearemonster	Isolée	6-Jun-05	89	good
781	http://dbpedia.org/resource/You_Get_What_You_Give_(album)	You Get What You Give	Zac Brown Band	21-Sep-10	80	good
991	http://dbpedia.org/resource/Malice_n_Wonderland	Malice N Wonderland	Snoop Dogg	8-Dec-09	61	bad
774	http://dbpedia.org/resource/The_Golden_Age_of_Grotesque	The Golden Age Of Grotesque	Marilyn Manson	13-May-03	60	bad
1348	http://dbpedia.org/resource/The_Ecstatic	The Ecstatic	Mos Def	9-Jun-09	81	good
613	http://dbpedia.org/resource/Hell_Hath_No_Fury	Hell Hath No Fury	Clipse	28-Nov-06	89	good
540	http://dbpedia.org/resource/Haha_Sound	Haha Sound	Broadcast	12-Aug-03	82	good
1109	http://dbpedia.org/resource/American_VI:_Ain't_No_Grave	American VI: Ain't No Grave	Johnny Cash	23-Feb-10	79	good
288	http://dbpedia.org/resource/Amber_Headlights	Amber Headlights	Greg Dulli	6-Sep-05	55	bad
1597	http://dbpedia.org/resource/Nothing_Is_Wrong	Nothing Is Wrong	Dawes	7-Jun-11	80	good
1435	http://dbpedia.org/resource/Built_on_Squares	Built On Squares	Starlight Mints	20-May-03	79	good
818	http://dbpedia.org/resource/Let's_Just_Be	Let's Just Be	Joseph Arthur	17-Apr-07	59	bad
918	http://dbpedia.org/resource/American_Tragedy_Redux	American Tragedy	Hollywood Undead	5-Apr-11	59	bad
644	http://dbpedia.org/resource/A_Grand_Don't_Come_for_Free	A Grand Don't Come For Free	The Streets	18-May-04	91	good
87	http://dbpedia.org/resource/Furious_Angels	Furious Angels	Rob Dougan	3-Jun-03	63	bad
1097	http://dbpedia.org/resource/Keep_It_Hid	Keep It Hid	Dan Auerbach	10-Feb-09	80	good
1364	http://dbpedia.org/resource/Come_Away_with_Me	Come Away With Me	Norah Jones	26-Feb-02	82	good
529	http://dbpedia.org/resource/Three's_Co.	Three's Co.	The Tyde	29-Aug-06	62	bad
439	http://dbpedia.org/resource/Songs_from_the_Sparkle_Lounge	Songs from the Sparkle Lounge	Def Leppard	29-Apr-08	47	bad
1488	http://dbpedia.org/resource/Beat_'Em_Up	Beat 'Em Up	Iggy Pop	17-Jul-01	58	bad
1006	http://dbpedia.org/resource/Malpractice_(Redman_album)	Malpractice	Redman	22-May-01	59	bad
221	http://dbpedia.org/resource/Science_&_Faith	Science & Faith	The Script	18-Jan-11	60	bad
19	http://dbpedia.org/resource/Jackinabox	JackInABox	Turin Brakes	7-Jun-05	62	bad
1185	http://dbpedia.org/resource/Street_Dreams_(Fabolous_album)	Street Dreams	Fabolous	4-Mar-03	51	bad
910	http://dbpedia.org/resource/HoboSapiens	HoboSapiens	John Cale	7-Sep-04	89	good
960	http://dbpedia.org/resource/My_Damnation	My Damnation	Chelsea Grin	19-Jul-11	50	bad
1442	http://dbpedia.org/resource/Faceless	Faceless	Godsmack	8-Apr-03	50	bad
825	http://dbpedia.org/resource/Pop_Trash	Pop Trash	Duran Duran	13-Jun-00	52	bad
397	http://dbpedia.org/resource/Welcome_to_the_Drama_Club	Welcome To The Drama Club	Everclear	12-Sep-06	54	bad
869	http://dbpedia.org/resource/Everything_Is_Borrowed	Everything Is Borrowed	The Streets	7-Oct-08	63	bad
1233	http://dbpedia.org/resource/The_Best_Little_Secrets_Are_Kept	The Best Little Secrets Are Kept	Louis XIV	22-Mar-05	62	bad
726	http://dbpedia.org/resource/S.T.R.E.E.T._D.A.D.	S.T.R.E.E.T. D.A.D.	Out Hud	19-Nov-02	84	good
505	http://dbpedia.org/resource/Vivian_Girls_(album)	Vivian Girls	Vivian Girls	30-Sep-08	80	good
1378	http://dbpedia.org/resource/Mandy_Moore_(album)	Mandy Moore	Mandy Moore	19-Jun-01	56	bad
1383	http://dbpedia.org/resource/Britney_(album)	Britney	Britney Spears	6-Nov-01	58	bad
1407	http://dbpedia.org/resource/Shape_Shifter_(album)	Shape Shifter	Santana	15-May-12	45	bad
253	http://dbpedia.org/resource/If_Only_You_Were_Lonely	If Only You Were Lonely	Hawthorne Heights	28-Feb-06	57	bad
1151	http://dbpedia.org/resource/Hitting_the_Ground	Hitting The Ground	Gordon Gano	20-Aug-02	63	bad
484	http://dbpedia.org/resource/Morning_Tide	Morning Tide	The Little Ones	7-Oct-08	60	bad
980	"http://dbpedia.org/resource/Ravedeath,_1972"	"Ravedeath, 1972"	Tim Hecker	15-Feb-11	86	good
1130	http://dbpedia.org/resource/Vampire_Weekend_(album)	Vampire Weekend	Vampire Weekend	29-Jan-08	82	good
993	http://dbpedia.org/resource/Tical_0:_The_Prequel	Tical 0: The Prequel	Method Man	18-May-04	51	bad
149	http://dbpedia.org/resource/Kellie_Pickler_(album)	Kellie Pickler	Kellie Pickler	30-Sep-08	51	bad
350	http://dbpedia.org/resource/One_Beat	One Beat	Sleater-Kinney	20-Aug-02	85	good
604	http://dbpedia.org/resource/You_Are_Free	You Are Free	Cat Power	18-Feb-03	82	good
1596	http://dbpedia.org/resource/Silent_Alarm	Silent Alarm	Bloc Party	22-Mar-05	82	good
1338	http://dbpedia.org/resource/De_Vermis_Mysteriis_(album)	De Vermis Mysteriis	High on Fire	3-Apr-12	85	good
895	http://dbpedia.org/resource/Electra_Heart	Electra Heart	Marina and the Diamonds	10-Jul-12	57	bad
410	http://dbpedia.org/resource/American_Life	American Life	Madonna	22-Apr-03	60	bad
842	http://dbpedia.org/resource/Thought_So	Thought So...	Nightmares on Wax	2-Sep-08	57	bad
1343	http://dbpedia.org/resource/Snakes_for_the_Divine	Snakes For The Divine	High on Fire	23-Feb-10	80	good
865	http://dbpedia.org/resource/Funeral_(album)	Funeral	Arcade Fire	14-Sep-04	90	good
1531	http://dbpedia.org/resource/WZRD_(album)	WZRD	WZRD	28-Feb-12	50	bad
287	http://dbpedia.org/resource/The_Open_Door	Evanescence	Evanescence	11-Oct-11	63	bad
485	http://dbpedia.org/resource/Systems/Layers	Systems/Layers	Rachel's	7-Oct-03	81	good
1472	http://dbpedia.org/resource/Pressure_Chief	Pressure Chief	Cake	5-Oct-04	52	bad
1248	http://dbpedia.org/resource/The_Contino_Sessions	The Contino Sessions	Death in Vegas	14-Sep-99	80	good
584	http://dbpedia.org/resource/Bright_Like_Neon_Love	Bright Like Neon Love	Cut Copy	18-May-04	81	good
163	http://dbpedia.org/resource/Woman_King	Woman King [EP]	Iron & Wine	22-Feb-05	82	good
1514	http://dbpedia.org/resource/Attention_Deficit_Domination	Attention Deficit Domination	Hank Williams III	6-Sep-11	51	bad
1068	http://dbpedia.org/resource/The_Sunset_Tree	The Sunset Tree	The Mountain Goats	26-Apr-05	83	good
533	http://dbpedia.org/resource/Citrus_(album)	Citrus	Asobi Seksu	30-May-06	80	good
1057	http://dbpedia.org/resource/Lost_Wisdom	Lost Wisdom	Mount Eerie	7-Oct-08	82	good
763	http://dbpedia.org/resource/Do_You_Know_Squarepusher	Do You Know Squarepusher	Squarepusher	1-Oct-02	62	bad
200	http://dbpedia.org/resource/Concrete_Rose	Concrete Rose	Ashanti	14-Dec-04	47	bad
1138	http://dbpedia.org/resource/These_Were_the_Earlies	These Were The Earlies	The Earlies	25-Oct-05	84	good
962	http://dbpedia.org/resource/More_Than_You_Think_You_Are	More Than You Think You Are	Matchbox Twenty	19-Nov-02	50	bad
947	http://dbpedia.org/resource/From_the_Forest_to_the_Sea	From The Forest To The Sea	Southeast Engine	17-Feb-09	84	good
1575	http://dbpedia.org/resource/Tha_Carter_IV	Tha Carter IV	Lil Wayne	29-Aug-11	60	bad
174	http://dbpedia.org/resource/Happiness_Ltd.	Happiness Ltd.	Hot Hot Heat	11-Sep-07	62	bad
1440	http://dbpedia.org/resource/Murs_3:16:_The_9th_Edition	Murs 3:16 The 9th Edition	Murs	23-Mar-04	85	good
511	http://dbpedia.org/resource/A_Man's_Thoughts	A Man's Thoughts	Ginuwine	23-Jun-09	53	bad
1352	http://dbpedia.org/resource/Welcome_Interstate_Managers	Welcome Interstate Managers	Fountains of Wayne	10-Jun-03	86	good
602	http://dbpedia.org/resource/The_Convincer	The Convincer	Nick Lowe	11-Sep-01	86	good
1242	http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix	Wolfgang Amadeus Phoenix	Phoenix	26-May-09	82	good
1186	http://dbpedia.org/resource/Microcastle	Microcastle	Deerhunter	28-Oct-08	81	good
749	http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II	Only Built 4 Cuban Linx... Pt. II	Raekwon	8-Sep-09	88	good
243	http://dbpedia.org/resource/Vehicles_&_Animals	Vehicles & Animals	Athlete	18-May-04	63	bad
190	http://dbpedia.org/resource/The_Fray_(album)	The Fray	The Fray	3-Feb-09	56	bad
998	http://dbpedia.org/resource/The_Libertines_(album)	The Libertines	The Libertines	31-Aug-04	80	good
1187	http://dbpedia.org/resource/Getting_Away_with_It..._Live	Getting Away With It... Live	James	11-Jun-02	54	bad
11	http://dbpedia.org/resource/Tears_of_the_Valedictorian	Tears Of The Valedictorian	Frog Eyes	1-May-07	81	good
944	http://dbpedia.org/resource/Dangerous_Magical_Noise	Dangerous Magical Noise	The Dirtbombs	4-Nov-03	80	good
1408	http://dbpedia.org/resource/Beauty_&_Crime	Beauty & Crime	Suzanne Vega	17-Jul-07	84	good
1305	http://dbpedia.org/resource/People_Are_Expensive	People Are Expensive	Echobelly	21-May-01	61	bad
333	http://dbpedia.org/resource/Everything_in_Between_(No_Age_album)	Everything in Between	No Age	28-Sep-10	80	good
370	http://dbpedia.org/resource/Jagged_Little_Pill_Acoustic	Jagged Little Pill Acoustic	Alanis Morissette	26-Jul-05	40	bad
124	http://dbpedia.org/resource/Stir_the_Blood	Stir The Blood	The Bravery	1-Dec-09	57	bad
522	http://dbpedia.org/resource/Pink_Friday:_Roman_Reloaded	Pink Friday: Roman Reloaded	Nicki Minaj	3-Apr-12	60	bad
32	http://dbpedia.org/resource/T.I._vs._T.I.P.	T.I. Vs T.I.P.	T.I.	3-Jul-07	61	bad
425	http://dbpedia.org/resource/Body_Talk_Pt._1	Body Talk	Robyn	22-Nov-10	86	good
401	http://dbpedia.org/resource/Rubber_Factory	Rubber Factory	The Black Keys	7-Sep-04	81	good
902	http://dbpedia.org/resource/Damita_Jo_(album)	Damita Jo	Janet Jackson	30-Mar-04	53	bad
1020	http://dbpedia.org/resource/The_Past_Presents_the_Future	The Past Presents The Future	Her Space Holiday	27-Sep-05	60	bad
1462	http://dbpedia.org/resource/Lights_and_Sounds	Lights And Sounds	Yellowcard	24-Jan-06	59	bad
1420	http://dbpedia.org/resource/Flavors_of_Entanglement	Flavors Of Entanglement	Alanis Morissette	10-Jun-08	63	bad
580	http://dbpedia.org/resource/This_Is_Our_Science	This Is Our Science	Astronautalis	13-Sep-11	85	good
849	http://dbpedia.org/resource/Beaucoup_Fish	Beaucoup Fish	Underworld	1-Mar-99	79	good
808	http://dbpedia.org/resource/The_Beginning_Stages_of...	The Beginning Stages Of...	The Polyphonic Spree	4-Jun-02	84	good
236	http://dbpedia.org/resource/Hefty_Fine	Hefty Fine	Bloodhound Gang	27-Sep-05	28	bad
814	http://dbpedia.org/resource/The_Sunlandic_Twins	The Sunlandic Twins	Of Montreal	12-Apr-05	80	good
1129	http://dbpedia.org/resource/Tronic	Tronic	Black Milk	28-Oct-08	84	good
1091	http://dbpedia.org/resource/Melodia_(album)	Melodia	The Vines	12-Jul-08	44	bad
131	http://dbpedia.org/resource/Blue_Cathedral	Blue Cathedral	Comets On Fire	27-Jul-04	84	good
1199	http://dbpedia.org/resource/Never_Been_Gone	Never Been Gone	Carly Simon	26-Oct-09	56	bad
686	http://dbpedia.org/resource/Fabulous_Muscles	Fabulous Muscles	Xiu Xiu	17-Feb-04	80	good
683	http://dbpedia.org/resource/All_Things_Bright_and_Beautiful_(album)	All Things Bright and Beautiful	Owl City	14-Jun-11	49	bad
